row_id,order_id,product_id,customer_id,sales,quantity,discount,profit
2183,CA-2016-128818,TEC-MA-10000488,CJ-12010,3999.95,5,0.0,1159.9855
319,CA-2014-164973,TEC-MA-10002927,NM-18445,3991.98,2,0.0,1995.99
5199,CA-2016-103982,OFF-SU-10000151,AA-10315,3930.072,3,0.2,-786.0144
7684,CA-2015-120782,OFF-BI-10003527,SD-20485,3812.97,3,0.0,1906.485
9426,CA-2014-116246,FUR-CH-10002024,LW-17215,3785.292,6,0.1,420.588
1247,CA-2014-168494,FUR-TA-10003473,NP-18700,3610.848,12,0.2,135.4068
5171,CA-2016-122903,FUR-CH-10002024,LA-16780,3504.9,5,0.0,700.98
7584,CA-2014-163223,TEC-PH-10000730,KH-16690,3499.93,7,0.0,909.9818
9650,CA-2016-107104,FUR-BO-10002213,MS-17365,3406.664,8,0.15,160.3136
7915,CA-2017-165323,TEC-MA-10003673,SR-20740,3404.5,5,0.0,1668.205
9858,CA-2015-164301,FUR-TA-10001889,EB-13840,3393.68,8,0.0,610.8624
3274,CA-2017-133865,TEC-CO-10001046,PS-19045,3359.952,6,0.2,1049.985
8101,CA-2016-169663,TEC-MA-10000984,RH-19510,3357.6,3,0.2,377.73
252,CA-2016-145625,TEC-AC-10003832,KC-16540,3347.37,13,0.0,636.0003
6818,CA-2014-144414,OFF-BI-10004995,GH-14425,3266.376,3,0.2,1061.5722
1645,CA-2015-111829,TEC-CO-10001766,FH-14365,3149.93,7,0.0,1480.4671
28,US-2015-150630,FUR-BO-10004834,TB-21520,3083.43,7,0.5,-1665.0522
4094,CA-2015-102491,TEC-MA-10000864,KW-16435,3080.0,7,0.0,1416.8
263,US-2014-106992,TEC-MA-10000822,SB-20290,3059.982,3,0.4,-509.997
978,CA-2017-159366,TEC-MA-10000822,BW-11110,3059.982,2,0.1,679.996
8750,US-2015-163825,OFF-BI-10003527,LC-16885,3050.376,3,0.2,1143.891
1455,CA-2016-133711,TEC-MA-10000010,MC-17425,3040.0,8,0.0,1459.2
9661,CA-2016-160717,TEC-PH-10001459,ME-17320,3023.928,9,0.2,226.7946
516,CA-2017-127432,TEC-CO-10003236,AD-10180,2999.95,5,0.0,1379.977
5563,CA-2017-133263,TEC-CO-10001449,JE-15610,2999.95,5,0.0,1439.976
8103,CA-2015-149846,TEC-MA-10004002,SB-20185,2973.32,7,0.2,334.4985
8313,US-2017-105935,TEC-PH-10001459,BD-11500,2939.93,7,0.0,764.3818
3071,CA-2014-119375,OFF-ST-10002011,YC-21895,2934.33,7,0.0,792.2691
6100,CA-2017-100111,FUR-CH-10004086,SV-20365,2888.127,11,0.1,609.7157
6869,US-2016-126452,FUR-TA-10003569,SC-20230,2887.056,9,0.2,180.441
4620,CA-2017-145219,TEC-CO-10001449,RM-19675,2879.952,6,0.2,1007.9832
1792,CA-2014-120474,FUR-CH-10001854,RP-19390,2807.84,8,0.0,673.8816
9413,CA-2015-164777,FUR-CH-10002024,SC-20305,2803.92,5,0.2,0.0
8237,CA-2017-102204,FUR-CH-10002024,CJ-12010,2803.92,5,0.2,0.0
3056,US-2015-100377,TEC-CO-10001046,TS-21370,2799.96,5,0.2,874.9875
3984,CA-2016-135265,TEC-CO-10003763,CC-12370,2799.96,5,0.2,944.9865
9930,CA-2016-129630,TEC-CO-10003763,IM-15055,2799.96,5,0.2,944.9865
5127,CA-2014-160766,TEC-MA-10003979,DM-13015,2799.96,4,0.0,1371.9804
5711,US-2015-160857,TEC-CO-10004115,NW-18400,2799.944,7,0.2,1014.9797
6210,CA-2017-119809,OFF-BI-10003925,YS-21880,2793.528,9,0.2,942.8157
488,CA-2014-154627,TEC-PH-10001363,SA-20830,2735.952,6,0.2,341.994
995,CA-2014-117639,OFF-BI-10003925,MW-18235,2715.93,7,0.0,1276.4871
2849,CA-2017-157854,OFF-BI-10001359,DM-13345,2690.97,3,0.0,1264.7559
8469,US-2016-164196,FUR-TA-10001950,AS-10285,2678.94,6,0.0,241.1046
8893,CA-2015-111038,FUR-CH-10003973,LC-16960,2676.672,9,0.2,267.6672
2568,CA-2017-123967,FUR-TA-10003954,SF-20200,2665.62,9,0.0,239.9058
7580,CA-2015-123113,OFF-AP-10000275,AT-10735,2625.12,8,0.0,735.0336
4129,CA-2014-127299,TEC-MA-10001127,JL-15835,2624.985,3,0.5,-944.9946
9057,CA-2015-160227,FUR-CH-10002073,ED-13885,2621.322,11,0.1,553.3902
3987,CA-2017-112333,OFF-ST-10001780,KF-16285,2591.56,4,0.0,621.9744
1806,US-2016-116729,TEC-PH-10002200,GK-14620,2575.944,7,0.2,257.5944
7475,CA-2014-167199,FUR-CH-10004063,ME-17320,2573.82,9,0.0,746.4078
6885,CA-2015-120677,FUR-CH-10002320,BD-11320,2567.84,8,0.0,770.352
8272,CA-2016-169670,FUR-CH-10002331,JE-15715,2563.056,8,0.1,313.2624
3012,CA-2017-134845,TEC-MA-10000822,SR-20425,2549.985,5,0.7,-3399.98
6011,CA-2015-135580,TEC-MA-10004002,CL-12565,2548.56,6,0.2,286.713
7281,CA-2015-162782,OFF-BI-10003527,PW-19240,2541.98,2,0.0,1270.99
264,US-2014-106992,TEC-MA-10003353,SB-20290,2519.958,7,0.4,-251.9958
7938,CA-2017-166093,OFF-AP-10001058,RW-19540,2518.29,9,0.0,654.7554
3444,CA-2017-168858,OFF-AP-10003849,JD-16150,2504.74,7,0.0,626.185
5531,CA-2017-160885,TEC-PH-10001795,JK-16090,2479.96,4,0.0,743.988
1439,CA-2015-139731,FUR-CH-10002024,JE-15745,2453.43,5,0.3,-350.49
3581,CA-2016-104157,FUR-TA-10004915,MT-17815,2430.08,8,0.0,388.8128
9949,CA-2017-121559,OFF-AP-10002945,HW-14935,2405.2,8,0.0,793.716
4866,CA-2017-122490,FUR-CH-10001215,TT-21070,2404.704,6,0.2,150.294
6902,US-2017-135013,TEC-CO-10001449,HR-14830,2399.96,5,0.2,839.986
7174,US-2017-141677,TEC-CO-10002313,HK-14890,2399.96,5,0.2,569.9905
2625,CA-2017-127180,TEC-PH-10001494,TA-21385,2399.6,8,0.0,647.892
2419,CA-2016-107202,TEC-MA-10000112,LC-16930,2396.4,10,0.2,179.73
400,CA-2016-108987,FUR-BO-10004834,AG-10675,2396.2656,4,0.32,-317.1528
3570,CA-2017-168109,TEC-MA-10001148,JK-15640,2395.2,6,0.2,209.58
5991,US-2017-163300,OFF-BI-10004390,ES-14020,2357.488,7,0.2,884.058
5627,CA-2014-126683,FUR-TA-10002958,PP-18955,2348.82,9,0.0,399.2994
5007,CA-2015-169796,TEC-MA-10000045,Dp-13240,2321.9,2,0.0,1114.512
5321,US-2017-162558,FUR-TA-10000198,Dp-13240,2314.116,7,0.4,-1002.7836
1002,CA-2015-124891,TEC-AC-10003033,RH-19495,2309.65,7,0.0,762.1845
6117,US-2016-113677,TEC-PH-10002114,CM-12655,2279.96,4,0.0,592.7896
5301,CA-2016-113831,FUR-TA-10002645,AH-10690,2275.5,10,0.0,386.835
6102,CA-2017-100111,FUR-CH-10001215,SV-20365,2254.41,5,0.1,375.735
4882,CA-2017-143567,TEC-AC-10004145,TB-21175,2249.91,9,0.0,517.4793
7488,US-2015-134558,TEC-AC-10004145,PM-19135,2249.91,9,0.0,517.4793
1156,CA-2014-136567,FUR-TA-10001932,PS-19045,2244.48,7,0.0,493.7856
8700,CA-2017-119284,TEC-PH-10000560,TS-21205,2239.936,8,0.2,223.9936
9775,CA-2014-169019,OFF-BI-10004995,LF-17185,2177.584,8,0.8,-3701.8928
8425,CA-2017-150091,FUR-BO-10003404,NP-18670,2154.9,5,0.0,129.294
6535,CA-2014-128209,OFF-BI-10001359,GT-14710,2152.776,3,0.2,726.5619
8681,CA-2016-143805,OFF-AP-10002945,JD-15895,2104.55,7,0.0,694.5015
6468,CA-2016-163804,OFF-ST-10000142,DB-13270,2079.4,5,0.0,582.232
950,US-2017-110576,FUR-TA-10004154,RB-19795,2065.32,12,0.4,-619.596
3629,CA-2014-169726,OFF-BI-10004600,JH-15985,2060.744,7,0.2,643.9825
3044,CA-2017-149559,FUR-CH-10002320,KF-16285,2054.272,8,0.2,256.784
8169,CA-2017-107174,FUR-TA-10004575,AB-10060,2036.86,7,0.0,366.6348
9616,CA-2014-128524,OFF-BI-10003527,MZ-17515,2033.584,2,0.2,762.594
3151,CA-2015-147830,TEC-AC-10002049,NF-18385,2025.36,6,0.2,607.608
9491,CA-2017-111738,OFF-BI-10004584,CM-12385,2022.272,8,0.2,682.5168
6880,CA-2015-137113,FUR-CH-10001215,TW-21025,2003.92,5,0.2,125.245
5919,US-2015-126977,FUR-BO-10002213,PF-19120,2003.92,5,0.2,-25.049
3771,CA-2016-155530,FUR-TA-10004256,CM-12160,2003.52,6,0.2,-325.572
8270,CA-2017-121790,TEC-PH-10002584,LP-17095,2003.168,4,0.2,250.396
245,CA-2014-131926,FUR-CH-10004063,DW-13480,2001.86,7,0.0,580.5394
5757,CA-2014-163748,TEC-CO-10002095,HG-15025,1999.96,5,0.2,624.9875
6528,CA-2016-157791,TEC-CO-10002095,CA-11965,1999.96,4,0.0,899.982
807,CA-2014-134313,TEC-PH-10001795,RA-19915,1983.968,4,0.2,247.996
1445,CA-2016-133725,TEC-PH-10004165,KL-16645,1979.928,9,0.2,148.4946
2661,CA-2017-123372,TEC-PH-10002834,DG-13300,1979.89,11,0.0,494.9725
5302,CA-2016-113831,TEC-AC-10003033,AH-10690,1979.7,6,0.0,653.301
150,CA-2016-114489,FUR-CH-10000454,JE-16165,1951.84,8,0.0,585.552
1220,US-2017-118087,TEC-PH-10002200,SP-20620,1931.958,7,0.4,-386.3916
1702,CA-2015-114069,FUR-CH-10000595,ND-18370,1931.04,9,0.1,321.84
911,CA-2017-137596,TEC-AC-10004666,BE-11335,1928.78,7,0.0,829.3754
8891,CA-2016-147256,OFF-AP-10003057,FC-14245,1927.59,7,0.0,751.7601
9948,CA-2017-121559,FUR-CH-10003746,HW-14935,1925.88,6,0.0,539.2464
2768,CA-2017-167752,OFF-AP-10002945,RW-19690,1924.16,8,0.2,312.676
2710,CA-2015-121797,TEC-MA-10000488,CC-12145,1919.976,3,0.2,215.9973
3299,CA-2017-136308,TEC-MA-10000488,MW-18235,1919.976,3,0.2,215.9973
6882,CA-2015-137113,FUR-TA-10001705,TW-21025,1913.4,9,0.0,401.814
4992,US-2017-122714,OFF-BI-10001120,HG-14965,1889.99,5,0.8,-2929.4845
7510,US-2017-161935,TEC-PH-10000560,JL-15835,1889.946,9,0.4,-377.9892
2549,US-2015-128090,TEC-PH-10002624,JM-15865,1879.96,5,0.2,211.4955
7133,CA-2017-141439,TEC-PH-10002624,TT-21460,1879.96,4,0.0,545.1884
8994,CA-2017-159100,FUR-TA-10001950,VP-21760,1875.258,7,0.4,-968.8833
7847,CA-2015-125976,TEC-PH-10002496,JK-15205,1871.88,12,0.0,561.564
7330,US-2014-131275,OFF-ST-10000078,SC-20050,1856.19,7,0.0,334.1142
1434,CA-2014-120768,FUR-CH-10000513,IM-15070,1819.86,14,0.0,163.7874
4429,CA-2017-119452,FUR-CH-10004495,CL-12565,1805.88,6,0.0,523.7052
5186,CA-2015-134719,OFF-ST-10004459,JD-15790,1801.632,6,0.2,-337.806
4056,CA-2014-122931,OFF-ST-10004459,SM-20950,1801.632,6,0.2,-337.806
2535,US-2017-117723,OFF-ST-10004459,DL-13495,1801.632,6,0.2,-337.806
3152,CA-2015-147830,TEC-MA-10000418,NF-18385,1799.994,2,0.7,-2639.9912
8800,CA-2014-116666,TEC-CO-10001449,KT-16480,1799.97,5,0.4,239.996
393,US-2014-135972,TEC-CO-10002313,JG-15115,1799.97,3,0.0,701.9883
3385,CA-2015-130659,TEC-PH-10004586,MS-17365,1799.75,5,0.0,539.925
4861,CA-2016-101546,OFF-BI-10001359,GK-14620,1793.98,2,0.0,843.1706
9034,CA-2014-152268,OFF-BI-10001359,SC-20095,1793.98,2,0.0,843.1706
1897,CA-2017-141789,OFF-BI-10001359,AC-10450,1793.98,2,0.0,843.1706
5067,CA-2017-142090,FUR-TA-10001889,SC-20380,1781.682,7,0.4,-653.2834
7766,US-2017-118941,FUR-CH-10002331,BB-11545,1779.9,5,0.0,373.779
6632,CA-2016-105081,FUR-TA-10001307,JE-15715,1747.25,5,0.0,629.01
168,CA-2014-139892,FUR-CH-10004287,BM-11140,1740.06,9,0.3,-24.858
6296,CA-2014-141313,OFF-AP-10002651,AJ-10780,1737.18,6,0.0,503.7822
1757,CA-2015-135622,TEC-PH-10001817,TT-21460,1718.4,6,0.2,150.36
11,CA-2014-115812,FUR-TA-10001539,BH-11710,1706.184,9,0.2,85.3092
3296,CA-2017-113418,TEC-MA-10002428,CM-12655,1704.89,11,0.0,767.2005
1251,CA-2017-115602,OFF-AP-10000891,DJ-13630,1704.56,13,0.0,511.368
1712,CA-2017-123491,OFF-AP-10002684,JK-15205,1702.12,14,0.0,510.636
6176,CA-2015-158421,FUR-CH-10000309,GB-14575,1690.04,4,0.0,422.51
3571,CA-2017-168109,TEC-AC-10002049,JK-15640,1687.8,4,0.0,742.632
7680,CA-2014-133592,TEC-AC-10002049,KM-16375,1687.8,4,0.0,742.632
7115,US-2016-102239,FUR-TA-10003392,LW-16990,1685.88,6,0.0,320.3172
3892,US-2016-163881,FUR-CH-10001394,SP-20860,1684.752,6,0.2,210.594
8452,CA-2014-131387,TEC-PH-10001459,AI-10855,1679.96,5,0.2,125.997
9368,CA-2014-108147,OFF-ST-10003470,RD-19480,1676.88,6,0.0,83.844
7998,US-2017-105998,FUR-TA-10001095,CR-12580,1673.184,12,0.2,20.9148
1517,CA-2017-148446,FUR-TA-10004256,MC-17845,1669.6,4,0.0,116.872
3589,CA-2017-158729,OFF-SU-10002881,AC-10450,1665.62,2,0.0,33.3124
6877,US-2016-121013,FUR-TA-10003238,MM-17920,1652.94,3,0.0,314.0586
722,CA-2016-142335,FUR-TA-10000198,MP-17965,1652.94,3,0.0,231.4116
5426,CA-2016-153598,TEC-AC-10003870,NM-18520,1649.95,5,0.0,659.98
8302,US-2017-167318,TEC-AC-10003870,GZ-14545,1649.95,5,0.0,659.98
9514,CA-2016-125220,TEC-AC-10003033,BE-11410,1649.75,5,0.0,544.4175
6839,CA-2017-107517,OFF-AP-10000275,FC-14335,1640.7,5,0.0,459.396
5435,CA-2015-160171,OFF-AP-10000275,RM-19675,1640.7,5,0.0,459.396
2929,US-2017-120390,OFF-BI-10004995,TH-21550,1633.188,4,0.7,-1306.5504
3184,CA-2017-152912,OFF-ST-10003208,BM-11650,1633.14,9,0.0,473.6106
2861,CA-2017-138975,FUR-BO-10004695,SC-20380,1628.82,9,0.0,374.6286
9636,CA-2014-151330,FUR-CH-10000749,TC-21295,1628.82,9,0.0,260.6112
7085,CA-2017-118724,TEC-PH-10002549,AR-10825,1626.192,9,0.2,121.9644
2392,US-2015-127040,TEC-AC-10002637,SG-20605,1619.91,9,0.0,97.1946
1014,US-2015-126214,FUR-TA-10003748,JS-15880,1618.37,13,0.0,356.0414
7899,CA-2017-128363,OFF-BI-10001359,DC-12850,1614.582,6,0.7,-1237.8462
2021,CA-2016-168354,OFF-ST-10001490,RH-19510,1606.23,9,0.0,481.869
4209,CA-2014-145387,FUR-CH-10002320,AM-10705,1604.9,5,0.0,481.47
2857,CA-2016-128594,FUR-CH-10001215,DJ-13510,1603.136,4,0.2,100.196
5870,CA-2016-152247,FUR-CH-10001215,MA-17995,1603.136,4,0.2,100.196
4640,CA-2016-102162,TEC-CO-10001943,JF-15565,1599.92,8,0.0,751.9624
4356,CA-2015-155600,OFF-BI-10000545,RO-19780,1598.058,7,0.7,-1065.372
9494,CA-2016-105207,FUR-TA-10000617,BO-11350,1592.85,7,0.0,350.427
9404,CA-2016-105459,OFF-ST-10000078,NP-18700,1591.02,6,0.0,286.3836
2057,CA-2017-120376,FUR-CH-10002335,TP-21130,1586.69,7,0.0,412.5394
2358,US-2014-148838,FUR-TA-10003473,CP-12340,1579.746,7,0.4,-447.5947
3567,CA-2017-103877,OFF-BI-10003650,RD-19660,1577.94,3,0.0,757.4112
9274,CA-2017-146983,OFF-BI-10003650,AH-10210,1577.94,3,0.0,757.4112
4137,CA-2017-105914,OFF-ST-10003716,PV-18985,1575.14,7,0.0,204.7682
1546,CA-2014-150245,FUR-BO-10002613,PC-18745,1573.488,7,0.2,196.686
7687,CA-2016-169838,FUR-TA-10001095,BB-11545,1568.61,9,0.0,329.4081
6851,US-2016-100461,FUR-BO-10002545,JO-15145,1565.88,6,0.0,407.1288
9149,US-2016-165505,OFF-ST-10001526,CB-12535,1564.29,13,0.0,406.7154
8454,CA-2016-125087,OFF-ST-10001780,TH-21115,1554.936,3,0.2,77.7468
2354,CA-2015-111514,FUR-BO-10002545,SC-20260,1552.831,7,0.15,200.9546
7650,CA-2015-101889,FUR-TA-10004154,DB-13120,1548.99,9,0.4,-464.697
6114,CA-2016-124590,FUR-CH-10000454,SP-20920,1537.074,9,0.3,0.0
2942,CA-2017-155880,FUR-CH-10004675,JD-16150,1526.56,7,0.0,427.4368
5311,CA-2017-131254,OFF-BI-10003527,NC-18415,1525.188,6,0.8,-2287.782
6559,CA-2015-166947,FUR-CH-10004997,EB-13750,1522.638,9,0.1,169.182
5189,CA-2015-115567,FUR-CH-10000015,ZC-21910,1516.2,7,0.0,394.212
9222,CA-2017-103212,FUR-TA-10003473,MH-18025,1504.52,4,0.0,346.0396
248,CA-2014-131926,OFF-AP-10002945,DW-13480,1503.25,5,0.0,496.0725
5017,CA-2014-153850,TEC-PH-10002584,TH-21100,1502.376,4,0.4,-250.396
9674,CA-2016-114867,TEC-PH-10002645,FM-14290,1499.97,5,0.4,-374.9925
7473,CA-2016-139997,TEC-CO-10000971,EM-14140,1499.95,5,0.0,449.985
7815,US-2017-109316,FUR-BO-10004834,MG-17680,1497.666,2,0.15,140.9568
5613,CA-2017-121027,TEC-AC-10002253,HW-14935,1496.16,9,0.0,224.424
378,US-2017-134481,FUR-TA-10004915,AR-10405,1488.424,7,0.3,-297.6848
5813,US-2015-163279,TEC-PH-10001795,JD-16150,1487.976,3,0.2,185.997
7526,CA-2014-125731,FUR-CH-10003973,CL-12565,1487.04,5,0.2,148.704
4378,CA-2014-166954,FUR-CH-10003973,BT-11305,1487.04,5,0.2,148.704
5460,CA-2017-116680,FUR-TA-10001771,PK-19075,1478.272,8,0.2,92.392
6111,CA-2016-124590,FUR-CH-10004495,SP-20920,1474.802,7,0.3,-21.0686
9187,CA-2017-156776,OFF-AP-10002534,JL-15505,1473.1,5,0.0,412.468
6235,US-2017-142188,OFF-BI-10004600,JF-15415,1471.96,5,0.2,459.9875
3828,CA-2017-141733,FUR-CH-10004086,RW-19540,1458.65,5,0.0,423.0085
8563,CA-2016-123540,FUR-CH-10000847,DJ-13420,1454.9,5,0.0,378.274
2190,CA-2017-143063,TEC-PH-10003645,IL-15100,1454.49,9,0.0,378.1674
5764,CA-2015-162047,FUR-CH-10004983,FH-14365,1448.82,10,0.1,209.274
2756,CA-2015-155306,OFF-AP-10002651,GA-14515,1447.65,5,0.0,419.8185
3591,CA-2017-146535,OFF-ST-10001526,FM-14290,1443.96,12,0.0,375.4296
1812,CA-2014-132612,FUR-TA-10004534,FO-14305,1441.3,7,0.0,245.021
1834,CA-2017-162691,TEC-MA-10000488,AS-10045,1439.982,3,0.4,-263.9967
1987,CA-2016-147417,TEC-CO-10001449,CB-12415,1439.976,4,0.4,191.9968
8925,CA-2016-168032,TEC-PH-10004241,DF-13135,1439.968,4,0.2,143.9968
6201,CA-2015-146675,TEC-CO-10001766,SB-20185,1439.968,4,0.2,485.9892
1831,CA-2017-145884,TEC-PH-10000895,SL-20155,1439.92,8,0.0,374.3792
9198,CA-2014-103310,TEC-PH-10001817,GM-14680,1432.0,5,0.2,125.3
3940,US-2016-143448,FUR-CH-10003379,MH-17455,1424.9,5,0.0,356.225
6640,CA-2014-108609,FUR-TA-10003954,AJ-10780,1421.664,8,0.4,-734.5264
3481,CA-2016-131289,FUR-TA-10003954,SP-20620,1421.664,6,0.2,-195.4788
7453,CA-2017-105669,TEC-PH-10002415,SJ-20125,1415.76,6,0.2,88.485
3427,CA-2015-153381,FUR-CH-10000988,DE-13255,1408.1,10,0.0,394.268
2559,CA-2015-147788,FUR-BO-10004357,TM-21010,1406.86,7,0.0,140.686
9760,CA-2016-146913,FUR-CH-10001854,SF-20965,1403.92,5,0.2,70.196
6918,CA-2014-124247,FUR-CH-10001854,SH-20635,1403.92,5,0.2,70.196
7521,US-2017-167920,TEC-CO-10001046,JL-15835,1399.98,2,0.0,629.991
2573,CA-2016-155845,TEC-AC-10004145,CM-12235,1399.944,7,0.2,52.4979
815,CA-2017-143686,TEC-AC-10001838,PJ-19015,1399.93,7,0.0,601.9699
2299,CA-2015-113145,TEC-AC-10001838,VD-21670,1399.93,7,0.0,601.9699
5796,CA-2014-124856,OFF-ST-10002615,LD-17005,1395.54,9,0.0,362.8404
1977,CA-2014-110408,TEC-PH-10002352,AS-10225,1394.95,5,0.0,362.687
1023,CA-2015-124450,TEC-MA-10004212,GT-14710,1379.92,8,0.0,648.5624
8209,CA-2015-141565,OFF-BI-10000545,BG-11035,1369.764,6,0.7,-913.176
8633,CA-2016-107783,OFF-BI-10000545,OT-18730,1369.764,6,0.7,-913.176
5162,CA-2014-111192,FUR-BO-10002916,TS-21430,1367.84,8,0.0,259.8896
1047,CA-2016-169103,TEC-PH-10001530,ZC-21910,1363.96,5,0.2,85.2475
793,CA-2016-105256,TEC-PH-10001530,JK-15730,1363.96,5,0.2,85.2475
6765,CA-2016-144764,TEC-MA-10003230,RL-19615,1362.9,3,0.3,-19.47
3800,CA-2017-147760,TEC-PH-10002483,KL-16555,1359.96,5,0.2,118.9965
5056,CA-2015-141243,FUR-BO-10003272,AH-10465,1352.3976,9,0.32,-437.5404
7649,CA-2016-138968,FUR-CH-10000309,FC-14335,1352.032,4,0.2,84.502
7194,CA-2016-110492,OFF-ST-10003716,JS-15880,1350.12,6,0.0,175.5156
9399,CA-2014-125997,TEC-PH-10003072,MW-18220,1349.91,9,0.0,661.4559
2603,CA-2016-165848,TEC-MA-10003356,EN-13780,1349.85,3,0.0,364.4595
2540,CA-2015-113404,FUR-CH-10003312,EM-13810,1348.704,6,0.2,-219.1644
4520,CA-2017-107167,OFF-ST-10003805,ND-18460,1347.52,8,0.2,84.22
6049,CA-2015-105571,OFF-BI-10001359,CP-12340,1345.485,5,0.7,-1031.5385
413,CA-2017-117457,FUR-BO-10001972,KH-16510,1336.829,13,0.15,31.4548
7388,CA-2016-105732,FUR-FU-10003664,AG-10270,1336.44,14,0.0,387.5676
558,CA-2016-113243,FUR-TA-10004256,OT-18730,1335.68,4,0.2,-217.048
4459,CA-2017-105851,OFF-SU-10002881,SE-20110,1332.496,2,0.2,-299.8116
2674,CA-2014-126403,OFF-ST-10000078,RR-19525,1325.85,5,0.0,238.653
4938,CA-2014-157147,OFF-ST-10000078,BD-11605,1325.85,5,0.0,238.653
5560,US-2015-114741,OFF-ST-10000078,IL-15100,1325.85,5,0.0,238.653
5639,CA-2014-154893,FUR-CH-10004287,GM-14440,1325.76,6,0.2,149.148
4988,CA-2016-149279,FUR-CH-10004287,CL-12700,1325.76,6,0.2,149.148
8010,CA-2015-110863,FUR-CH-10002073,AA-10645,1323.9,5,0.0,383.931
1181,CA-2014-128146,TEC-PH-10004539,DB-13060,1322.93,7,0.0,357.1911
2478,CA-2017-102750,FUR-TA-10000198,GM-14695,1322.352,3,0.2,-99.1764
5517,US-2016-138408,TEC-AC-10003870,KC-16255,1319.96,4,0.0,527.984
7228,CA-2017-127397,TEC-AC-10003033,ES-14080,1319.8,5,0.2,214.4675
5142,CA-2016-111213,FUR-CH-10000454,FP-14320,1317.492,6,0.1,292.776
7647,US-2014-115196,TEC-MA-10002073,DL-12925,1299.99,2,0.5,-571.9956
6101,CA-2017-100111,TEC-PH-10002885,SV-20365,1299.66,2,0.0,350.9082
811,CA-2014-151995,FUR-TA-10002903,ZC-21910,1298.55,5,0.0,311.652
